Goya,1,1333
Lettie,1,1333
Ali mae,1,1333
Noro,1,1333
Ayler,1,1333
Rhiannon,1,1333
Perle,1,1333
Dogbeth,1,1333
Raegan,1,1333
Ewok kelebek,1,1333
Cauchy,1,1333
Purple rainey,1,1333
Gila,1,1333
Missey beans,1,1333
Wynne,1,1333
Lukla,1,1333
Garland,1,1333
Kiyala,1,1333
Sibley,1,1333
Russet,1,1333
Pudding,1,1333
Della wartak,1,1333
Bard,1,1333
Tamarin,1,1333
Taza,1,1333
Jindori,1,1333
Boysie,1,1333
Bow,1,1333
Rutabaga,1,1333
Ramses,1,1333
Alba,1,1333
Raylan,1,1333
Zenite,1,1333
Jaya,1,1333
Daisa,1,1333
Mime,1,1333
Captin,1,1333
